,user_id,movie_id,rating
6049,61,50,3
9992,100,93,4
1792,18,93,4
4289,43,90,4
8404,85,5,2
6002,61,3,2
1448,15,49,3
3024,31,25,2
9347,94,48,1
9102,92,3,2
8988,90,89,1
2657,27,58,5
3838,39,39,2
6952,70,53,2
7303,74,4,1
6650,67,51,5
4391,44,92,5
7172,72,73,2
5437,55,38,4
6479,65,80,5
7688,77,89,5
7571,76,72,5
2436,25,37,4
8641,87,42,1
9016,91,17,1
9725,98,26,5
321,4,22,4
8847,89,48,1
6563,66,64,4
683,7,84,3
1601,17,2,5
3157,32,58,2
1978,20,79,1
5455,55,56,3
8297,83,98,2
1693,17,94,2
1338,14,39,3
3128,32,29,5
4248,43,49,5
7281,73,82,1
151,2,52,5
5600,57,1,1
5106,52,7,1
8421,85,22,2
9510,96,11,4
5886,59,87,3
1446,15,47,1
8667,87,68,3
8332,84,33,2
4856,49,57,3
9064,91,65,3
1855,19,56,2
8511,86,12,5
858,9,59,5
3662,37,63,1
1177,12,78,1
5389,54,90,3
2819,29,20,4
2528,26,29,4
6543,66,44,1
6859,69,60,5
6215,63,16,4
1791,18,92,4
4793,48,94,1
7707,78,8,2
7328,74,29,1
5709,58,10,5
6073,61,74,3
6447,65,48,3
8813,89,14,1
6895,69,96,1
1737,18,38,2
5929,60,30,5
954,10,55,3
9215,93,16,3
9291,93,92,2
7356,74,57,3
7850,79,51,3
723,8,24,1
510,6,11,5
8166,82,67,5
2898,29,99,2
5826,59,27,1
9145,92,46,5
2404,25,5,3
4275,43,76,2
9521,96,22,4
8287,83,88,4
9399,94,100,1
2688,27,89,2
2378,24,79,3
3714,38,15,1
8313,84,14,3
9409,95,10,5
1971,20,72,3
4061,41,62,1
3650,37,51,4
2515,26,16,2
3538,36,39,4
7333,74,34,2
5281,53,82,1
2624,27,25,4
1381,14,82,1
2065,21,66,2
7040,71,41,5
3234,33,35,5
5737,58,38,5
3308,34,9,3
4082,41,83,5
8796,88,97,4
6766,68,67,2
7677,77,78,4
7032,71,33,4
4300,44,1,3
1519,16,20,4
7156,72,57,1
1400,15,1,4
8038,81,39,1
8842,89,43,4
4422,45,23,4
2120,22,21,4
8193,82,94,3
3733,38,34,5
7138,72,39,4
2073,21,74,1
6083,61,84,4
7858,79,59,5
1506,16,7,5
2373,24,74,1
1570,16,71,1
1091,11,92,1
8593,86,94,3
3892,39,93,4
5919,60,20,1
6239,63,40,3
8167,82,68,1
2502,26,3,1
1529,16,30,1
6243,63,44,5
912,10,13,2
1430,15,31,1
1474,15,75,4
1300,14,1,2
2055,21,56,4
3421,35,22,2
9383,94,84,1
5622,57,23,3
618,7,19,1
3277,33,78,1
9144,92,45,3
3269,33,70,5
9393,94,94,4
4429,45,30,1
1470,15,71,4
2592,26,93,2
9665,97,66,2
7368,74,69,3
328,4,29,2
2611,27,12,5
5813,59,14,4
8682,87,83,1
2308,24,9,5
8200,83,1,2
6747,68,48,3
700,8,1,1
1677,17,78,2
2484,25,85,4
3093,31,94,3
8580,86,81,2
8465,85,66,1
2845,29,46,5
1765,18,66,4
1008,11,9,4
6068,61,69,5
5484,55,85,4
7885,79,86,3
8904,90,5,3
5526,56,27,2
6844,69,45,5
563,6,64,1
1666,17,67,3
4030,41,31,3
5595,56,96,2
9099,91,100,1
9540,96,41,4
6085,61,86,2
7626,77,27,4
5695,57,96,2
1685,17,86,5
8285,83,86,5
5065,51,66,5
4702,48,3,1
5819,59,20,2
318,4,19,2
3061,31,62,2
962,10,63,1
4897,49,98,1
3685,37,86,1
7653,77,54,2
5643,57,44,1
3886,39,87,1
1321,14,22,2
4985,50,86,5
1211,13,12,5
5521,56,22,2
2938,30,39,5
4795,48,96,1
7847,79,48,2
8787,88,88,5
3917,40,18,4
6004,61,5,5
1681,17,82,2
9698,97,99,5
2031,21,32,5
5369,54,70,4
7761,78,62,3
6847,69,48,3
7483,75,84,3
4409,45,10,3
1080,11,81,3
4879,49,80,4
1238,13,39,5
568,6,69,5
7317,74,18,4
6426,65,27,2
8818,89,19,2
3031,31,32,1
5850,59,51,1
320,4,21,1
9330,94,31,2
7891,79,92,4
5507,56,8,2
2825,29,26,3
4279,43,80,3
9097,91,98,3
6460,65,61,3
8007,81,8,5
1782,18,83,5
1360,14,61,3
4948,50,49,2
641,7,42,2
353,4,54,1
7718,78,19,5
1628,17,29,2
3591,36,92,5
1480,15,81,4
9336,94,37,1
8918,90,19,1
5054,51,55,1
2287,23,88,5
2081,21,82,2
4832,49,33,1
7807,79,8,3
3391,34,92,3
3260,33,61,2
1644,17,45,1
3905,40,6,5
2210,23,11,3
1502,16,3,1
703,8,4,1
3677,37,78,3
2165,22,66,4
3581,36,82,1
767,8,68,3
7114,72,15,5
7053,71,54,3
478,5,79,4
1620,17,21,4
8410,85,11,3
601,7,2,2
2668,27,69,1
8346,84,47,5
6518,66,19,4
6522,66,23,1
8557,86,58,3
3715,38,16,4
3940,40,41,3
5327,54,28,1
5047,51,48,5
362,4,63,3
1153,12,54,5
6840,69,41,4
9292,93,93,2
4906,50,7,4
1743,18,44,1
3928,40,29,2
9111,92,12,5
4837,49,38,3
1355,14,56,2
5373,54,74,2
2545,26,46,5
9989,100,90,2
6792,68,93,1
643,7,44,1
9122,92,23,1
4503,46,4,5
3936,40,37,5
7797,78,98,2
2227,23,28,2
6537,66,38,2
553,6,54,4
2243,23,44,4
1364,14,65,2
9912,100,13,3
8145,82,46,5
1215,13,16,1
4613,47,14,5
4848,49,49,4
1128,12,29,5
3012,31,13,4
6524,66,25,1
9006,91,7,5
4394,44,95,4
8292,83,93,1
9231,93,32,5
875,9,76,4
667,7,68,3
6729,68,30,2
9256,93,57,2
3846,39,47,3
6245,63,46,3
9268,93,69,3
5235,53,36,5
3453,35,54,4
3823,39,24,2
277,3,78,4
3851,39,52,1
5142,52,43,2
2437,25,38,1
5186,52,87,2
3559,36,60,4
8741,88,42,4
5452,55,53,5
4254,43,55,3
8853,89,54,1
5138,52,39,4
4990,50,91,4
5179,52,80,2
3131,32,32,5
2345,24,46,1
1697,17,98,3
6834,69,35,3
6804,69,5,3
4330,44,31,3
3362,34,63,2
5351,54,52,3
1384,14,85,5
7508,76,9,2
1899,19,100,4
1365,14,66,1
6269,63,70,2
1210,13,11,1
5410,55,11,4
2532,26,33,1
2117,22,18,1
6031,61,32,1
2676,27,77,2
4062,41,63,3
4653,47,54,5
6438,65,39,2
5511,56,12,2
6781,68,82,1
5035,51,36,1
1294,13,95,4
9557,96,58,2
2393,24,94,5
386,4,87,1
9082,91,83,5
8002,81,3,4
4198,42,99,4
3747,38,48,4
2783,28,84,1
1741,18,42,5
3,1,4,2
3295,33,96,1
4852,49,53,3
8946,90,47,4
4433,45,34,5
6342,64,43,5
7505,76,6,4
6405,65,6,4
8745,88,46,4
9413,95,14,3
5691,57,92,3
32,1,33,2
8938,90,39,2
9184,92,85,5
7343,74,44,4
3235,33,36,1
6414,65,15,4
3922,40,23,1
5127,52,28,2
6978,70,79,2
6022,61,23,2
3116,32,17,3
4299,43,100,3
2292,23,93,1
8341,84,42,5
9766,98,67,3
4865,49,66,2
3583,36,84,1
7830,79,31,4
5222,53,23,5
7983,80,84,2
9444,95,45,2
9078,91,79,4
6282,63,83,2
9127,92,28,1
2570,26,71,5
9661,97,62,2
5853,59,54,3
5234,53,35,1
6888,69,89,5
1614,17,15,1
1293,13,94,3
3085,31,86,2
3188,32,89,1
992,10,93,5
3433,35,34,5
6379,64,80,4
936,10,37,2
1307,14,8,4
4626,47,27,4
2184,22,85,3
4751,48,52,5
1548,16,49,5
571,6,72,5
2154,22,55,5
3008,31,9,3
4872,49,73,2
731,8,32,5
3593,36,94,3
9788,98,89,4
5558,56,59,5
5071,51,72,3
6360,64,61,5
4520,46,21,3
8182,82,83,1
6974,70,75,3
538,6,39,3
5169,52,70,4
5064,51,65,5
141,2,42,1
785,8,86,2
8743,88,44,5
1006,11,7,3
4306,44,7,2
6682,67,83,3
6267,63,68,3
9150,92,51,4
8080,81,81,3
6658,67,59,3
3520,36,21,3
2453,25,54,5
8494,85,95,1
7650,77,51,2
7210,73,11,5
6763,68,64,1
9411,95,12,3
1857,19,58,4
2630,27,31,2
11,1,12,1
4257,43,58,5
7485,75,86,1
1409,15,10,5
1075,11,76,3
5787,58,88,4
6466,65,67,3
1708,18,9,2
4761,48,62,3
2225,23,26,4
6668,67,69,2
533,6,34,2
1254,13,55,5
544,6,45,3
9831,99,32,3
210,3,11,5
5524,56,25,1
4339,44,40,4
4162,42,63,5
117,2,18,4
2710,28,11,1
9139,92,40,3
6097,61,98,4
4268,43,69,1
9375,94,76,2
2524,26,25,1
1807,19,8,3
3103,32,4,1
1373,14,74,3
8126,82,27,5
5295,53,96,1
347,4,48,5
6528,66,29,5
4999,50,100,3
2835,29,36,4
6909,70,10,5
2045,21,46,5
4126,42,27,4
661,7,62,4
2883,29,84,3
1270,13,71,3
9269,93,70,4
2842,29,43,1
2711,28,12,2
581,6,82,3
2771,28,72,2
2252,23,53,2
2836,29,37,5
9891,99,92,1
8317,84,18,5
2295,23,96,1
6933,70,34,3
1793,18,94,4
82,1,83,3
4468,45,69,5
1067,11,68,1
7898,79,99,5
2403,25,4,3
1389,14,90,3
8689,87,90,2
840,9,41,2
4928,50,29,4
6719,68,20,4
6080,61,81,3
2823,29,24,4
5171,52,72,2
4612,47,13,4
7427,75,28,1
2147,22,48,3
6703,68,4,1
3175,32,76,4
4533,46,34,1
7725,78,26,2
6506,66,7,2
7256,73,57,1
5360,54,61,5
2190,22,91,3
5099,51,100,4
4363,44,64,4
8839,89,40,5
3919,40,20,3
3314,34,15,4
5387,54,88,5
8020,81,21,1
9642,97,43,1
2364,24,65,4
5344,54,45,3
2257,23,58,5
1144,12,45,1
9738,98,39,4
173,2,74,2
7498,75,99,5
9647,97,48,2
9677,97,78,4
7411,75,12,1
4281,43,82,1
9071,91,72,2
247,3,48,4
490,5,91,5
2775,28,76,2
6096,61,97,3
2913,30,14,4
4895,49,96,4
2751,28,52,5
6862,69,63,5
8245,83,46,2
762,8,63,1
8791,88,92,3
3112,32,13,1
8047,81,48,5
1230,13,31,2
9526,96,27,2
1760,18,61,5
3347,34,48,3
9281,93,82,1
9962,100,63,4
1539,16,40,3
5995,60,96,3
8401,85,2,4
6597,66,98,5
7545,76,46,2
1345,14,46,1
505,6,6,4
9089,91,90,2
4593,46,94,2
5544,56,45,3
1929,20,30,1
8211,83,12,5
8283,83,84,5
1751,18,52,1
8174,82,75,4
1833,19,34,3
9527,96,28,4
4843,49,44,4
6176,62,77,2
8865,89,66,4
2891,29,92,4
1526,16,27,3
1967,20,68,3
7529,76,30,2
8781,88,82,5
4657,47,58,5
9717,98,18,2
4272,43,73,4
394,4,95,3
5592,56,93,3
6919,70,20,3
928,10,29,1
521,6,22,2
5957,60,58,4
2360,24,61,2
7606,77,7,2
119,2,20,1
7346,74,47,3
6472,65,73,4
4122,42,23,2
2758,28,59,5
4227,43,28,1
1641,17,42,5
508,6,9,2
8308,84,9,1
4962,50,63,5
6387,64,88,5
7583,76,84,5
5227,53,28,4
5082,51,83,2
3312,34,13,5
5760,58,61,3
8371,84,72,1
1367,14,68,5
2980,30,81,2
8058,81,59,3
7016,71,17,2
6089,61,90,5
9056,91,57,3
1594,16,95,3
5561,56,62,3
990,10,91,3
8984,90,85,3
2129,22,30,5
2933,30,34,2
4117,42,18,2
781,8,82,2
1411,15,12,1
3358,34,59,4
7838,79,39,5
6818,69,19,5
3994,40,95,3
5122,52,23,1
6631,67,32,2
3526,36,27,1
8114,82,15,3
5983,60,84,1
6417,65,18,4
7933,80,34,4
1413,15,14,3
7470,75,71,1
5421,55,22,1
3789,38,90,3
6693,67,94,3
1538,16,39,4
9674,97,75,4
6542,66,43,5
3560,36,61,4
2133,22,34,2
651,7,52,2
5094,51,95,5
6304,64,5,5
7961,80,62,5
9036,91,37,1
1908,20,9,2
3644,37,45,3
43,1,44,5
4332,44,33,4
1931,20,32,3
2367,24,68,2
6474,65,75,5
7090,71,91,3
3876,39,77,5
9385,94,86,3
7800,79,1,3
4601,47,2,5
4743,48,44,1
1421,15,22,5
4627,47,28,1
4028,41,29,2
766,8,67,2
5556,56,57,5
4782,48,83,2
6605,67,6,3
4270,43,71,3
3438,35,39,3
8553,86,54,3
6529,66,30,2
4609,47,10,3
5751,58,52,4
7716,78,17,5
7484,75,85,3
8516,86,17,3
9734,98,35,2
4333,44,34,1
6515,66,16,2
8249,83,50,3
770,8,71,1
391,4,92,3
5494,55,95,3
6614,67,15,4
3539,36,40,5
3661,37,62,1
6187,62,88,1
2512,26,13,5
6214,63,15,1
2188,22,89,1
1527,16,28,1
6805,69,6,2
7046,71,47,1
3216,33,17,5
2860,29,61,3
9343,94,44,4
1201,13,2,5
5971,60,72,3
380,4,81,4
6825,69,26,4
8033,81,34,2
8575,86,76,4
1066,11,67,3
7048,71,49,2
8497,85,98,2
1729,18,30,4
1522,16,23,2
5436,55,37,5
2620,27,21,4
5932,60,33,4
1903,20,4,5
2134,22,35,1
6078,61,79,2
5107,52,8,4
3429,35,30,1
8064,81,65,1
8385,84,86,5
9878,99,79,5
9844,99,45,5
7502,76,3,1
5698,57,99,2
1705,18,6,3
2370,24,71,2
6953,70,54,1
6219,63,20,4
2178,22,79,5
9133,92,34,4
7633,77,34,4
3923,40,24,5
9780,98,81,5
2520,26,21,3
3208,33,9,3
6147,62,48,3
709,8,10,3
4072,41,73,1
829,9,30,2
2343,24,44,5
6340,64,41,2
4374,44,75,2
1953,20,54,2
1913,20,14,5
8761,88,62,1
1322,14,23,1
3664,37,65,5
738,8,39,5
5007,51,8,1
7076,71,77,5
8558,86,59,5
4326,44,27,3
8925,90,26,5
3604,37,5,1
3909,40,10,4
8646,87,47,2
9062,91,63,4
8965,90,66,5
8275,83,76,5
6779,68,80,4
7467,75,68,5
5912,60,13,2
3910,40,11,1
9242,93,43,3
5265,53,66,1
5761,58,62,3
9579,96,80,4
4105,42,6,5
3056,31,57,1
3178,32,79,2
3964,40,65,3
9597,96,98,2
377,4,78,3
1320,14,21,4
3332,34,33,5
4562,46,63,4
9230,93,31,3
9826,99,27,5
811,9,12,3
2552,26,53,1
2873,29,74,3
9994,100,95,1
5785,58,86,1
2747,28,48,1
1005,11,6,4
4632,47,33,1
2362,24,63,5
2556,26,57,5
9819,99,20,4
6966,70,67,3
9377,94,78,3
5438,55,39,1
7442,75,43,3
7370,74,71,2
8855,89,56,1
9171,92,72,5
9249,93,50,2
4059,41,60,2
7859,79,60,5
3991,40,92,5
3690,37,91,5
7706,78,7,3
2504,26,5,3
7821,79,22,3
8582,86,83,3
3417,35,18,3
4247,43,48,1
7121,72,22,1
1139,12,40,5
8970,90,71,4
861,9,62,4
4166,42,67,1
8957,90,58,3
5474,55,75,3
2036,21,37,4
2564,26,65,1
8980,90,81,3
3079,31,80,4
6014,61,15,3
1438,15,39,2
6876,69,77,3
5048,51,49,1
4483,45,84,3
3218,33,19,4
7539,76,40,5
8004,81,5,5
6957,70,58,4
3329,34,30,5
2753,28,54,3
5161,52,62,3
1871,19,72,5
9217,93,18,2
464,5,65,4
8173,82,74,4
7283,73,84,2
8868,89,69,2
6247,63,48,5
12,1,13,2
7430,75,31,4
5512,56,13,4
560,6,61,3
8775,88,76,2
7450,75,51,5
3752,38,53,3
9848,99,49,4
676,7,77,5
2648,27,49,4
2415,25,16,4
6878,69,79,5
7019,71,20,1
6280,63,81,5
6519,66,20,4
7543,76,44,1
7011,71,12,5
5026,51,27,3
3333,34,34,4
1138,12,39,4
3323,34,24,2
7311,74,12,5
2435,25,36,5
9317,94,18,3
1376,14,77,1
5531,56,32,5
330,4,31,3
47,1,48,4
305,4,6,1
5848,59,49,3
4733,48,34,5
264,3,65,5
3558,36,59,5
1069,11,70,1
9585,96,86,5
4298,43,99,4
8470,85,71,4
7536,76,37,4
2353,24,54,2
8261,83,62,1
3400,35,1,5
127,2,28,4
4516,46,17,2
3971,40,72,1
2440,25,41,1
8321,84,22,5
6195,62,96,4
7822,79,23,1
349,4,50,3
6000,61,1,2
1352,14,53,1
2892,29,93,2
6285,63,86,5
9391,94,92,3
3402,35,3,3
5385,54,86,3
4722,48,23,1
6584,66,85,3
9529,96,30,2
998,10,99,4
1162,12,63,1
1709,18,10,1
494,5,95,2
4398,44,99,1
4506,46,7,1
836,9,37,5
2454,25,55,5
6540,66,41,2
2606,27,7,1
886,9,87,2
7652,77,53,3
7424,75,25,2
2585,26,86,2
3839,39,40,3
2636,27,37,3
226,3,27,2
9958,100,59,3
6473,65,74,5
6968,70,69,3
1388,14,89,4
3780,38,81,5
6337,64,38,1
4584,46,85,2
9305,94,6,4
5039,51,40,5
6599,66,100,3
3475,35,76,1
3567,36,68,5
6711,68,12,2
2631,27,32,1
1331,14,32,2
493,5,94,1
8008,81,9,5
2236,23,37,4
6164,62,65,1
1774,18,75,1
4551,46,52,5
4631,47,32,5
9973,100,74,3
9363,94,64,5
189,2,90,5
4297,43,98,5
5799,58,100,4
9546,96,47,3
9858,99,59,1
5271,53,72,3
8217,83,18,5
5340,54,41,1
6752,68,53,1
3454,35,55,2
4379,44,80,3
4779,48,80,4
3773,38,74,3
4194,42,95,2
8091,81,92,5
1805,19,6,4
4967,50,68,5
33,1,34,3
7163,72,64,3
3053,31,54,4
5851,59,52,5
4239,43,40,3
7034,71,35,1
5501,56,2,1
5102,52,3,5
2869,29,70,5
8236,83,37,5
4768,48,69,5
4112,42,13,4
3114,32,15,2
7500,76,1,3
7962,80,63,5
8666,87,67,3
2204,23,5,2
1583,16,84,2
7541,76,42,2
2172,22,73,2
8192,82,93,3
4585,46,86,1
4849,49,50,3
6079,61,80,4
1427,15,28,1
8011,81,12,3
9664,97,65,1
7420,75,21,1
162,2,63,2
7699,77,100,4
5201,53,2,2
6441,65,42,5
5476,55,77,3
4436,45,37,1
9367,94,68,2
1821,19,22,2
398,4,99,4
3594,36,95,1
9086,91,87,3
1715,18,16,4
6938,70,39,5
1860,19,61,1
7512,76,13,3
3622,37,23,2
1596,16,97,3
7669,77,70,3
9307,94,8,3
4037,41,38,5
6244,63,45,4
1159,12,60,2
7246,73,47,5
1717,18,18,3
7740,78,41,1
5659,57,60,3
9487,95,88,3
3791,38,92,2
168,2,69,4
6040,61,41,2
9416,95,17,3
2703,28,4,2
1132,12,33,4
7638,77,39,5
1713,18,14,2
1456,15,57,4
8664,87,65,4
1344,14,45,4
6006,61,7,2
1748,18,49,4
3534,36,35,5
4835,49,36,4
9566,96,67,5
9553,96,54,4
4001,41,2,5
7200,73,1,3
6435,65,36,5
3721,38,22,5
6893,69,94,1
1549,16,50,3
1511,16,12,3
5063,51,64,3
6107,62,8,2
6440,65,41,3
9025,91,26,5
5822,59,23,3
3640,37,41,5
2033,21,34,5
9344,94,45,1
9060,91,61,2
2145,22,46,2
1959,20,60,4
5630,57,31,2
9462,95,63,2
3211,33,12,1
2862,29,63,4
9928,100,29,4
9701,98,2,2
4896,49,97,3
8645,87,46,2
547,6,48,5
4625,47,26,3
6024,61,25,5
8837,89,38,1
1986,20,87,3
2014,21,15,2
5532,56,33,1
2,1,3,2
7630,77,31,1
9428,95,29,2
9057,91,58,2
7724,78,25,2
4237,43,38,4
3624,37,25,3
4253,43,54,5
1043,11,44,2
19,1,20,1
2902,30,3,2
4273,43,74,3
6159,62,60,4
7012,71,13,5
9483,95,84,3
5632,57,33,1
3044,31,45,5
7118,72,19,1
209,3,10,1
5872,59,73,2
5559,56,60,3
8280,83,81,4
6615,67,16,4
9923,100,24,1
2499,25,100,4
4352,44,53,5
7641,77,42,2
7632,77,33,2
5766,58,67,5
5814,59,15,4
2104,22,5,4
4368,44,69,5
4151,42,52,2
2929,30,30,2
9194,92,95,1
2955,30,56,2
9646,97,47,2
707,8,8,5
9616,97,17,4
395,4,96,2
243,3,44,3
2201,23,2,3
9335,94,36,2
2053,21,54,4
9,1,10,5
5833,59,34,2
9719,98,20,4
7881,79,82,3
7294,73,95,2
8543,86,44,4
9232,93,33,5
2220,23,21,4
1861,19,62,2
4953,50,54,4
7106,72,7,3
3901,40,2,2
2041,21,42,3
5294,53,95,4
2541,26,42,2
6601,67,2,1
3334,34,35,5
7006,71,7,5
7095,71,96,4
3801,39,2,1
3262,33,63,1
7993,80,94,2
2796,28,97,3
2140,22,41,4
9614,97,15,4
7765,78,66,5
1229,13,30,1
1424,15,25,2
8268,83,69,5
4047,41,48,1
7439,75,40,1
6062,61,63,2
3444,35,45,2
1744,18,45,3
4438,45,39,3
5157,52,58,3
1433,15,34,1
6547,66,48,5
5798,58,99,5
7931,80,32,3
6454,65,55,4
5250,53,51,5
5330,54,31,1
7709,78,10,5
3859,39,60,5
6456,65,57,2
1054,11,55,3
8950,90,51,4
3425,35,26,3
9085,91,86,5
3860,39,61,2
4706,48,7,4
6759,68,60,5
4462,45,63,5
4633,47,34,5
4158,42,59,1
2641,27,42,2
4087,41,88,4
9613,97,14,2
3986,40,87,2
4144,42,45,2
4344,44,45,2
9480,95,81,4
254,3,55,5
3343,34,44,3
9474,95,75,2
3566,36,67,5
2983,30,84,3
6905,70,6,3
940,10,41,1
3388,34,89,5
1119,12,20,3
6867,69,68,1
2693,27,94,4
9753,98,54,4
1610,17,11,3
8095,81,96,1
4870,49,71,3
4189,42,90,4
4687,47,88,1
4479,45,80,5
7871,79,72,5
6962,70,63,2
2118,22,19,3
6820,69,21,1
265,3,66,5
7966,80,67,5
6086,61,87,3
194,2,95,5
7774,78,75,1
3123,32,24,4
1050,11,51,5
4089,41,90,3
7113,72,14,4
3637,37,38,1
4446,45,47,2
1216,13,17,2
5464,55,65,5
3057,31,58,2
1416,15,17,1
4327,44,28,2
5397,54,98,4
7906,80,7,3
584,6,85,2
9548,96,49,2
2085,21,86,3
6113,62,14,2
5151,52,52,3
3697,37,98,3
36,1,37,2
2911,30,12,5
7516,76,17,3
8858,89,59,1
56,1,57,1
5986,60,87,1
3827,39,28,2
7936,80,37,5
9589,96,90,2
1237,13,38,2
520,6,21,4
190,2,91,3
4545,46,46,4
3481,35,82,4
880,9,81,2
8590,86,91,3
1750,18,51,2
1017,11,18,3
4750,48,51,2
7018,71,19,4
1484,15,85,3
7452,75,53,5
1408,15,9,1
3387,34,88,1
7779,78,80,4
8068,81,69,1
5081,51,82,2
1877,19,78,5
9066,91,67,1
1317,14,18,3
8163,82,64,1
5729,58,30,5
5128,52,29,1
2584,26,85,1
3183,32,84,1
2416,25,17,1
7655,77,56,4
7533,76,34,1
9053,91,54,3
3355,34,56,3
9859,99,60,2
3066,31,67,5
4110,42,11,1
5312,54,13,2
8493,85,94,1
6516,66,17,4
2721,28,22,1
4647,47,48,2
9952,100,53,2
6821,69,22,4
5242,53,43,5
1815,19,16,4
5664,57,65,3
4854,49,55,1
6695,67,96,4
3531,36,32,3
6639,67,40,5
3379,34,80,3
9373,94,74,5
3824,39,25,2
6990,70,91,3
8336,84,37,1
9161,92,62,3
3779,38,80,4
820,9,21,4
845,9,46,2
5029,51,30,1
3365,34,66,3
8623,87,24,3
97,1,98,2
7563,76,64,5
5279,53,80,1
8719,88,20,3
1250,13,51,3
909,10,10,1
1658,17,59,1
7357,74,58,3
8581,86,82,1
4617,47,18,1
2691,27,92,2
4818,49,19,4
6832,69,33,4
2200,23,1,2
3931,40,32,3
6498,65,99,1
2805,29,6,1
8218,83,19,3
6200,63,1,5
6705,68,6,2
4141,42,42,2
6793,68,94,4
4602,47,3,2
8784,88,85,5
1892,19,93,4
2198,22,99,4
2877,29,78,3
4513,46,14,1
440,5,41,4
3871,39,72,4
424,5,25,2
2475,25,76,2
5020,51,21,1
4004,41,5,4
3482,35,83,4
2900,30,1,5
1125,12,26,2
345,4,46,4
9610,97,11,3
3828,39,29,1
8956,90,57,2
9679,97,80,2
211,3,12,4
7617,77,18,1
532,6,33,1
9680,97,81,1
1646,17,47,5
3845,39,46,4
5922,60,23,5
3545,36,46,1
3003,31,4,1
7247,73,48,5
4350,44,51,3
1194,12,95,4
9041,91,42,1
8648,87,49,2
5168,52,69,5
7772,78,73,5
2575,26,76,1
9769,98,70,1
2009,21,10,5
7074,71,75,3
5009,51,10,4
306,4,7,5
2350,24,51,2
1503,16,4,5
3549,36,50,5
1553,16,54,2
334,4,35,2
9167,92,68,4
646,7,47,5
8288,83,89,4
9794,98,95,5
2395,24,96,5
1914,20,15,5
2228,23,29,3
6645,67,46,1
9024,91,25,5
5257,53,58,2
2450,25,51,2
311,4,12,2
4842,49,43,3
6344,64,45,2
9915,100,16,2
4191,42,92,2
2340,24,41,2
8729,88,30,3
1992,20,93,5
7082,71,83,3
4130,42,31,2
3683,37,84,1
4451,45,52,1
7839,79,40,3
5694,57,95,1
1640,17,41,5
6616,67,17,1
2047,21,48,2
827,9,28,1
2407,25,8,4
4800,49,1,5
9218,93,19,2
2780,28,81,2
5788,58,89,2
1071,11,72,2
5566,56,67,2
2214,23,15,1
5655,57,56,3
5467,55,68,1
9505,96,6,1
7436,75,37,2
6110,62,11,3
951,10,52,4
8783,88,84,1
8162,82,63,2
3455,35,56,1
4529,46,30,5
7381,74,82,4
80,1,81,2
8395,84,96,5
1948,20,49,5
9421,95,22,4
228,3,29,1
178,2,79,2
7039,71,40,3
5759,58,60,1
5253,53,54,2
7534,76,35,4
7182,72,83,2
9141,92,42,3
7963,80,64,4
2409,25,10,1
1516,16,17,4
6305,64,6,5
7569,76,70,5
8402,85,3,1
8951,90,52,2
109,2,10,2
2549,26,50,4
5702,58,3,4
3502,36,3,2
9029,91,30,1
1942,20,43,1
772,8,73,5
182,2,83,4
7285,73,86,4
4975,50,76,1
647,7,48,1
4026,41,27,4
7634,77,35,5
8351,84,52,3
9934,100,35,2
8412,85,13,4
4677,47,78,5
4640,47,41,5
2557,26,58,3
4834,49,35,4
3988,40,89,1
1587,16,88,5
6266,63,67,3
5320,54,21,4
4152,42,53,4
3049,31,50,2
7918,80,19,3
9147,92,48,4
4903,50,4,3
5140,52,41,5
6702,68,3,2
1912,20,13,2
4204,43,5,5
1905,20,6,3
7348,74,49,5
6671,67,72,1
6050,61,51,1
2893,29,94,3
3048,31,49,3
5418,55,19,3
1998,20,99,1
6740,68,41,1
4648,47,49,1
9206,93,7,3
3069,31,70,4
4638,47,39,1
1891,19,92,2
6827,69,28,5
4404,45,5,4
1492,15,93,1
199,2,100,3
7566,76,67,2
271,3,72,3
3212,33,13,2
7308,74,9,1
6415,65,16,1
4803,49,4,2
6121,62,22,2
6989,70,90,2
1733,18,34,5
9949,100,50,1
8874,89,75,2
9544,96,45,3
3713,38,14,1
4934,50,35,1
5297,53,98,5
5445,55,46,5
2381,24,82,4
8922,90,23,4
9050,91,51,5
989,10,90,4
3404,35,5,3
6026,61,27,1
7005,71,6,3
686,7,87,1
3064,31,65,3
7788,78,89,2
1783,18,84,1
4569,46,70,3
5610,57,11,2
8572,86,73,3
8296,83,97,4
5220,53,21,3
9272,93,73,2
193,2,94,4
5906,60,7,5
9712,98,13,3
4042,41,43,2
8931,90,32,2
86,1,87,2
344,4,45,4
9240,93,41,5
7002,71,3,3
8708,88,9,3
3619,37,20,5
6773,68,74,4
543,6,44,3
8921,90,22,1
4605,47,6,4
8660,87,61,2
2694,27,95,4
730,8,31,4
5672,57,73,2
2858,29,59,3
9129,92,30,1
3486,35,87,4
5688,57,89,1
8339,84,40,5
7167,72,68,3
8085,81,86,1
7553,76,54,2
5314,54,15,1
4797,48,98,3
3384,34,85,1
5584,56,85,2
8427,85,28,4
1166,12,67,5
4308,44,9,3
6359,64,60,4
4754,48,55,4
79,1,80,1
6256,63,57,2
3615,37,16,4
5010,51,11,1
9342,94,43,5
5059,51,60,1
6579,66,80,3
9160,92,61,5
232,3,33,5
6947,70,48,2
9709,98,10,3
8905,90,6,1
